Name,Discord,Playing Launch,Playing Beta,UBG Discord,AE Discord,UBG Guilded,AE Discord,Guild,Notes,Discord Id
 xAFF3CTx,xAFF3CTx#6459,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,645702040672141313
 Solas/Bjørndálkr,Sóti Bjørndálkr#0593,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,409767896605130763
 Warhound,Warhound#8958,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,431462955788271616
 Newt,knutie#4057,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,131209859436642304
 Azibk,Azibo#2341,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,99643013545889792
 Malgolath,Malgolath#0468,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,102894639610105856
 Patriclus,Push#0890,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,83480359584399360
 MysticDreamer,MysticDreamer#5853,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,284871329944043521
 Illusions,Illusions#5290,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,106566637242576896
 Monk,Monk#6459,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,204285015805132800
 Grembor,Grembor#5965,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,506129330909216798
 Lastrare,Lastrare#7324,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,101895816515457024
 Tag,Tag#9229,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,275762268568944641
 DorianHawkwind,DorianHawkwind#9310,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,393892644104699904
 IamWildDew,IamWildDew#9166,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,245344420830904320
 Mikasa,Kronus91#1844,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,364247156879785994
 Redpac,Redpac#4673,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,240997451929092096
 Frostfire,Frostfire#9109,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,315886223988097025
 Matticon,Matticon#6026,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,677723216646635540
" Richter ""Beat the Alpha""",Richter#0046,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,445805324302286858
 p0tat0killz,p0tat0killz#9198,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,270063428700209163
 LPFlea,PULSE NEBULA#4883,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,185952740311040002
 condemnedalpaca,condemnedalpaca#3138,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,244653718136553482
 aquaponicCowboy,aquaponicCowboy#1158,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,338505506945499138
 Bustados,Bustados#2749,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,159863993391906816
 h3th3an,h3th3an#1965,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,106348810271281152
 Serf,Serf#7294,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,224979613799940096
 Swift,Swifft#3396,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,191609131818418176
 Biggz8500,Biggz8500#0051,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,147534801690165248
 Ashjacky,Ashjacky#1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,171456187303329795
 Remix,REMiX#5816,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,463525157877841922
 lechuga,lechuga#1193,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,392901924980129792
 Osprey5k,osprey5k#8359,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,196181320093794304
 Droogieboy,Dr00gieboy#0717,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,158733781405007872
 FormlessFox,FormlessFox#1369,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,284448543849185280
 BiBi,BiBi#8812,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,184226732780421120
 Huldru,Huldru#0237,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,120546887571996674
 Kerodon,Kerodon#5829,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,112595294096535552
 Pinky,PINKY#8151,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,227968657865572352
 Jarob,Jarob#3987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,166692749297319936
 liekos,liekos9#6105,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,334127787642454018
 Buck,Buck#6016,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,368191326812110848
 kaviji,kaviji#6125,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,180068696818057218
 Emy,Emyy#4624,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,229277321071165440
 elfer,Elfer#7250,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,296421216045236238
 BoBBy,Bobby#5858,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,415167559785250817
 Mazren,Mazren#5252,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,238112463084716033
 russiasuperstar,russiasuperstar#1470,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,375781496700796928
 Kitja,Kitja#4692,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,203638709151727617
 Josiah Iyon,Iy🌀n#7829,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,1.21989E+17
 Carrigan,Winterhaze#3985,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,245234346267508736
 Omni,(Omni)Omnikevfka#0566,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,143617598523834368
 Grumble,Grumble#5648,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,699334805703229560
 Rangerftw1,Rangerftw1 / Misaio#9113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,106586697663315968
 frenzy,frenzy#4166,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,120942229530345472
 Avareco,Avareco#2306,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,122047194776731648
 Rivien,Rivien#3058,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,118093577216589833
 Zume,Cam#1212,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,106540991493722112
 Sholva/FlingLockGlock,Sholva#0859,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,336643482942963724
 LordRedwood,Redwoodx69#7131,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,640059735764238337
 Quasiduplicate,Quasiduplicate#1556,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,175504180956364800
 Pepe,Pepe#5033,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,179307108024451073
 Eldrath,🅴🅻🅳🆁🅰🆃🅷#6067,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,241620753861181440
 Lemerte,lemerte#8029,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,212696661909045250
 ClearScreen,ClearScreen#8745,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,194442289425154049
 MOAK,MOAK#9529,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,534537348495572993
 Cattboy,cattboy#4190,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,127630399617761280
 Psycho,Psycho#6271,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,195003757791150080
 Malthusian,Malthusian#1111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,526883851218452480
 Purple,grembor#7857,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,171012339569655808
 Taladays,Taladon#1627,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,91192537380847616
 Dat,Dat#2310,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,152932683079614464
 Randiesel,Randiesel#2987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,206871299094478849
 Deacon,Deacon#8592,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,236108615969275904
 Niik,Nik#8394,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,289794021038096385
 Jebediah,Jebediah#0907,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,342891857984094209
 Thyme,Heath3n#4876,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,229398298480476161
 LUNA,LUNA#0079,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,235876258716581891
 Persownage,Persownage#0155,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,165005486784118784
 D1rty,Dirty530#5474,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,435591406254424076
 PureGold,LatourOfc#5643,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,236587461730369537
Charon,Dainty Flower#9792,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,493206486609035274
 PreEnabled,Pre The DJ#1652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,134765146135330816
 Serenthyl,Serenthyl#1127,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,197519365095030784
 Jnxius,Jnxius#6401,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,202900776270561280
 ViccyQ,ViccyQ#8503,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,185260626602491904
 Wilt,Wilt#9306,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,174649649733435392
 Maester.White,Maester.White#2173,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,126443750221283328
 Reaverofgods,Reaverofgods#9099,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,227993288282603521
 Comedic,Comedic#8234,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,247158877219454978
 Wolfy,Wolfy 🐦#1068,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,153163601534779392
 Drazit,Jagman101#4434,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,282409448050393089
 Nocturn,Nocturn#4327,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,154300380543451137
 Bahemut,bahemut#1593,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,122880483687137282
 Tulio,tulio#9867,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,245229478173868032
 IDabmygmaout,iDabmygmaout420#8599,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,422956735272321024
 Logoes,Logoes#9290,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,380207511040425986
 Rob123,Rob123#6157,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,261497997840482305
 Aylwyn,Aylwyn#8003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,745404349592633354
 Venusia,Venusada#6377,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,198535034267893760
 Solidus,sol1dus2#8193,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,119310733526695940
 Misuto Wolfe,MisutoWolf#8066,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,150389892059234304
 IronBear,IronBear69#4078,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,206330855826653184
 SharpEye,SharpEye#7068,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,124659971236298752
 Jiraffe,Jiraffe#7507,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,491802188834930697
 photic,photic#8476,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,302310287862923274
 Perry,Perry#6831,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,290088768445218816
 Cheek Clapper,dadvnt#2304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,74966930049474560
 erikGplayer,erikGplayer#4650,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,663944023404445696
 wizzy,wizzy#0007,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,188885835892916224
 PestControl,PestControl#9319,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,181772707602497536
 Vex Wretch,Vex Wretch#1770,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,445716899876175872
 Blackhawk,Blackhawk#9276,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,217491811499769856
 Knowbility,Knowbility#7084,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,248498802259001345
 Arton Lugor,Undefin3d#9603,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,171777481987063809
 Deadendsaint,DNSaint#3467,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,372488940365807616
 Kilo,Kilo#7952,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,333027072731643905
 FinalHeaven,FinalHeaven#6135,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,200317543158775808
 Moose,Moose#3019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,110136690852499456
 JustCallMeNine,Nine#4875,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,335517936775069699
 cheerio,cheerio#8229,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,208839812189388800
 Musa,Musa#2232,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,178945880055873536
 AnnaRose🌺,AnnaRose#4792,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,197386062933262338
 SUPERTYPE,SUPERTYPE#2139,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,250064370195890177
 Fallingswitch,FallingSwitch#7103,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,151469487575662592
 LunarWulfe,LunarWulfe#2989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,346828024244600842
 RoastedIrely,Roasty#0003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,111175680674246656
 ReignFyre,ReignFyre#9253,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,189509883668725760
 Tyghr,Tyghr#2552,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,191646480870670338
 Ottis Lih Black,Ottis Lih Black#0606,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,708536940357484595
 Karma,InsidiousKarma#3831,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,470576047998500865
 Galoo,ReflexionOff#0453,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,401908583849000964
 Glockiez,Glockiez#6856,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,251258300203532289
 Adonis,exsanguine#0107,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,464839688818130945
 Nikademus,Kynes#1043,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,113282224425578496
 FearxRaider,FeaRxRaiDeR#7268,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,137344020551565313
 Henrito [Bookkeep],B00KKEEP#6570,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,570437839607693314
 Edpon,Edpon#1543,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,80189470955016192
 Ezbjorn,fernman#9886,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,348830381262503938
 Lord Swoop,nev_swoop#6116,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,340659124486537237
 Saniphor,Sani (saniphor)#6341,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,223421652589871104
 Do Dahhh,Do Dahhh Welly#5287,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,712304037726257204
 Reme,Rem28#0944,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,658563962714980352
 ubrett,ubrett#4177,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,177894682255163392
 Zern,Z E R N#0101,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,79257676269236224
 Das Geist,xRunawayGuN#2907,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,590989636311187467
 Imposter,Imposter#0730,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,208662616132812800
 Hev Hamr,Mahtso#5738,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,473513093104926731
 Kai III,_KAI_#3426,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,708531153937760266
 TZHAR,Focus#2983,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,142712896269320193
 Kremefresh,KremeFresh#9291,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,421858077130752011
 Krysis,Krysis#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,315151040993296394
 Phrost,PHR0STB1T3#1518,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,248673948844294146
 hifonix,hifonix#4341,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,354050657503674389
 SillyWabbit,SillyWabbit#6692,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,294168441009602562
 Wnyte,WNyte#7371,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,191250631527235585
 Biggz,Biggzz#1473,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,118064468235124742
 DirtyTexanRice,DirtyTexanRice#5556,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,358057989896273921
 MeepMurp,MeepMurp#5880,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,137721589826322433
 Guccipher,Guccipher#7462,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,123210759491551234
 RogueDad,RogueDad#9426,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,247562239056281600
 Symbalist,Symbaler#0004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,207718042686193664
 Sosanota,Sosanota#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,234477419413635072
 Ayira Layne,L3thalAng3l#2602,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,264219267329687555
 Auralla,[SMEX] Dave#3670,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,222409350931677185
 Albinoelf,Albinoelf#0498,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,152624449613594625
 Shicken,Swa#8556,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,161667014807519232
 Tetsu,Tetsu#9925,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,216058510050328578
 Pachnoc,Pachnoc#9841,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,128925365069545472
 Stamosis,Stamosis#7473,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,425831383387340821
 Khorde,Akumaka#8650,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,94052441791660032
 Drast,Drast#1575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,141740112701554688
 Rumdog,Ry0#6187,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,511154731461115904
Apeqx,Apeqx#4238,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,125860706477277185
 Viviana,NarKeLioN#6156,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,151035012039442442
 Babbaganoush,Babbaganoush#5352,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,526066431792513049
 Ragnarz,[BTG]HorizonsEdge(Ragnarz)#0817,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,121749076734771202
 BacobTheGing,BacobTheGing#8177,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,224372512912310272
 mauiiwowie,mauiiwowie#7420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,212983425970208768
 XenZei,XenZei#0767,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,872913562086047844
ConeGuy,Connor#7780,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,140985104800415744
 Chaos,Chaos#9165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,306784151661445131
 Patrik,Patrik#8081,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,215597370241449984
 The Heathen,WoundedOutlaw#2736,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,111660080914550784
 Clivus Multrum,Wes#5464,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,375808257983381515
 Dperk,DPerk#2421,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,138095802487799818
 MJOLNIR,MJOLNIR#7348,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,124551776929185792
 King,kaboom#5877,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,513850332422602814
 YamiTenshi/DarkAngel,DarkAngel/YamiTenshi#9151,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,287286706447712256
 Saki,sakiayres#8493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,123220568232165377
 winterlast,winterlast#0524,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,588530950565265418
 skrillabillz,skrillabillz#0852,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,160595160638554112
 JackCB,JackCB#9787,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,457353703306035200
 Mrs Bungle,Bill Hicks#1970,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,728021681385242688
 Crewt,Crewt/Tiny#2658,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,141351304478851072
 Geralt,Overwrought#2323,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,240137983087345665
 Sensky,MrFahrenheitt#2155,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,229381059836510209
 Pirion,Pirion#0749,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,180808078634123264
 Swaggarnaut,Swaggarnaut#5992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,435874538362765315
 Atremi,Atremi#6986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,147254655804506112
 After,After#2312,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,139649078622552064
 Popaz,Popaz#8624,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,230839712489668618
 Instructor Gojo,Eninja8#2867,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,150374136386945024
 Xibbion,Xibbion#5748,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,267731653332303873
 gotahell,gotahell#3244,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,213399233917747201
 Chris,Chris#0932,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,267100221782097920
 SteelJoker,SteelJoker#1680,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,775888746520117268
 Treefrog,Treefrog#9030,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,142793615494742016
 Whoknew,whokn3w#2582,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,118431722965696512
 Serese,Serese#2301,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,172177541019336705
 Yennifer,Pippin O'Flynn#3360,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,212911895445766144
 Choob,Choob#2493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,163468300674662400
 Thondar,Thondar#9165,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,174021353454698496
 Dubbstomp,DubbStomp#6940,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,123138696328380417
 Aguapispi,Pispita#2470,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,228169784867422208
 Metal,Metal#5231,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,264218924030099468
 Jizzle,Jizzle#1862,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,202223449270124546
 CrimsonCulling,CrimsonCulling#2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,219896668924018689
 Lazycat,Lazycat#3629,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,291472917349531649
 lyeman-Nirtom,Iyeman-Nirtom#8396,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,151673867956387841
 Grim1337,Grim1337#6104,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,374968614488637460
 Scoob,ScoobTV#6958,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,181276926566989824
 Raen Eruvanid,RaenofGod#7251,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,97444950735605760
 wind,wind#5555,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,186880475606810624
 Xdega,Xdega#2238,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,136250770344509440
 Kilketay,Kilketay#5986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,95155510067601408
 Lelani,Lelani#1006,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,536247414978248744
 Mookey,Mookey#2492,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,173892001979170816
 Kamas,Kamas#0727,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,138688435736018944
 Geode,Geode#1929,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,217434535380516864
 Lifeless,Lifeless#8235,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,285616764727853057
 Loaf,easy bake oven#5304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,339509139749208065
 ZMaNFaRLee,ZMaNFaRLee#3850,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,145675073557102592
 GreeneStrugg,! Greene_StrugglesTTV#9504,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,399753591335813120
 Jester,Jester#9791,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,472262562407251989
 Malocor,Malocor#0631,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,209092905837527041
 Powermoves,Soman#4039,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,110564103155662848
